home_age,roof_age,square_footage,coverage_a,iso_class,fire_station_distance,prior_claims_5yr,water_loss_recency,credit_score,property_value,deductible,wind_hail_score,crime_index,coastal_exposure,wildfire_zone,swimming_pool,trampoline,wood_stove,home_business,monitored_alarm,fire_sprinklers,gated_community,recent_renovation,short_term_rental,smart_home_system,annual_loss
59,12,2890.421964800037,213700.13583790354,2,0.33125813233590495,0,1,657.5962723181798,305822.82688893843,1000,4,79.3801447015435,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,0.0
13,38,2002.268873202723,268431.99383454083,8,3.15164205745651,1,3,649.1774700667805,382018.3279532505,500,5,66.1007293028229,No,No,No,No,No,No,No,No,No,No,No,Yes,0.0
8,12,1810.4268031833933,343374.69106220896,5,0.45859289368974626,0,7,731.4142824581414,336893.7381194731,500,3,103.95867951903061,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,0.0
52,11,2452.4793332965096,302956.721891895,1,2.9118091265417525,1,5,666.5216634824427,234895.3297031147,2500,1,100.16192458188661,No,No,Yes,No,No,No,No,No,No,No,No,Yes,0.0
1,32,2154.07843643896,261598.78004622227,8,3.133358878282274,0,0,792.3797026313389,247288.0346447089,500,2,110.89751514879148,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,0.0
59,27,1476.6828372335574,156745.36593428953,9,7.6694692658923325,3,1,715.9802478973239,344905.74615506857,2500,2,105.41113221336099,No,No,No,No,Yes,Yes,No,No,No,No,No,No,19030.11
70,2,3290.4209978691088,366559.60055189807,8,2.7138642209759607,0,2,652.0235302988888,365636.22583831387,2500,1,81.53608064203975,No,No,Yes,Yes,No,No,No,No,No,No,No,No,0.0
43,17,1823.8097357370175,271801.43627292395,1,3.8821291488589447,0,1,640.603277921999,409335.3933057181,1000,5,104.03396917077481,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,0.0
7,25,2756.5549127045283,308638.9368511145,6,3.894054298472926,0,2,672.4801124503692,393085.03751334484,1000,2,93.74330839369031,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,0.0
46,39,2705.113977637889,227061.14569510543,6,2.5941779648550534,0,3,646.5310345862337,329682.55162971787,500,1,94.222636484015,No,No,Yes,No,No,No,No,No,Yes,No,No,No,47251.06
34,1,1444.322341051386,267283.4914224153,7,8.936017401405596,0,0,649.7966036305351,411577.8312728228,500,1,118.0399945798859,No,No,No,No,No,Yes,No,No,No,Yes,No,No,0.0
77,3,1598.5674132301092,253606.76884306318,1,1.602479997735191,0,2,697.3715408967565,254088.39061701356,1000,2,92.30708891761327,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,0.0
35,27,2019.0943961799233,193286.49517829285,8,9.84091014820156,1,3,677.662564866965,288456.0220695834,500,5,105.19635861696544,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,0.0
49,27,1680.61207325301,227362.83823824275,4,2.318420847091299,0,4,665.4105038191467,482287.78376235033,500,2,101.20889449934302,Yes,No,No,No,No,No,No,No,No,No,No,No,0.0
3,24,3235.8738231272127,298823.4121383366,4,1.6011240475886483,1,6,763.3859669615242,276788.04367785796,500,4,84.20750015226284,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,0.0
1,25,2079.894617920893,323885.8014945848,10,4.023837393385568,0,2,663.3023414624307,334208.3631203727,500,3,96.04489374518653,No,No,Yes,No,No,No,No,No,No,No,No,No,0.0
5,1,2733.849425688441,245285.3074775763,4,1.9142279455736964,0,2,717.1836673201713,270789.5701714023,2500,5,77.58779385154756,No,No,No,No,No,No,Yes,No,No,No,No,No,0.0
53,33,2508.1824334001226,203784.06344043626,6,9.312742066024732,2,8,590.6013440023504,185347.9043687154,500,2,80.72409979428932,No,No,No,No,No,No,Yes,No,No,No,No,Yes,0.0
3,29,2358.413469397812,271484.9562491557,6,1.6039233296565234,1,1,693.9364882767848,276291.7648226328,2500,4,78.62422405081857,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,16745.84
53,20,2224.1927264437527,362370.33773070097,6,4.156933053130718,0,2,684.3568133585153,473959.42228647287,2500,4,124.81789504089741,No,No,No,No,No,No,Yes,Yes,No,No,No,No,0.0
62,36,2942.278424673218,224867.79451181376,2,2.041934460325066,2,7,738.2761709458345,288481.7411261141,2500,2,124.15362252882134,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,0.0
17,22,1704.94421599899,301030.57014886604,5,4.563969206303033,1,0,740.641303054759,373257.8953972839,2500,2,108.18710174612696,Yes,No,No,No,No,No,No,No,No,Yes,No,No,0.0
43,32,3235.8011862739518,247164.84681839828,2,2.0506115231972264,0,9,771.9023370517982,396212.43946904485,2500,2,81.01394964737621,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,0.0
33,1,1427.666091697543,390280.8392716027,6,6.130800100724806,1,4,676.2693637447212,328440.1691057607,1000,2,87.50371201464935,No,No,No,No,No,No,No,No,No,No,No,No,0.0
73,26,2668.907035373454,259471.53674994706,7,1.4700839279896276,2,6,608.7578338063206,347694.37037471123,2500,1,106.51607965998674,No,Yes,No,No,No,No,No,No,No,Yes,No,No,0.0
61,21,1356.9016840361305,352960.4878859382,6,3.2771915649405865,0,0,648.6683355581166,236754.85380110343,500,2,112.61289801295452,No,Yes,No,No,No,No,No,No,No,Yes,No,No,0.0
13,33,2010.5766686638242,381205.4797335497,3,1.673805256466207,0,8,673.200282290354,413828.69912570994,2500,4,112.28185608545745,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,56474.33
47,15,2255.9859628365803,423318.451312533,10,5.115240449939401,0,5,661.3734260570589,179464.2200905568,500,2,108.74403959659249,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,0.0
14,19,1907.9827907022916,191735.02884650946,10,3.8591315533571446,0,5,793.7541273489134,420589.18870311155,2500,3,109.13018555651813,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,0.0
71,25,2090.9982582298653,188151.17444482766,5,1.3295897103330063,0,9,702.6468075709865,376012.38649411657,2500,1,88.49309081859823,No,No,No,No,No,No,No,No,No,No,No,Yes,0.0
77,15,1367.817731241524,393217.5570363275,9,1.6843090887652323,0,0,698.3927427425538,284802.9050061386,500,5,100.95414013777476,No,No,No,No,No,No,No,No,No,No,No,No,17813.98
61,5,1607.5297187658691,380118.7177685345,6,0.8680525470548927,1,7,698.8869243336048,391061.7771483265,500,4,116.7790266622147,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,0.0
39,22,2498.9588243175294,250645.80300643397,3,2.919282797336765,0,6,685.5172189671175,468607.4208743204,500,1,50.0,No,No,No,No,No,No,Yes,No,No,Yes,No,No,0.0
79,36,2217.803094986467,100000.0,9,1.5018917261187295,0,4,623.084224664178,512376.63324783696,500,1,115.08097338818544,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,0.0
52,7,1785.6831845070958,306470.969536783,5,0.7204539752163986,2,6,766.8684048931951,203885.97474027704,2500,4,142.72283409365343,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,0.0
23,5,2994.5666578778028,178600.1793975648,1,1.138391747939594,1,9,799.065622964573,222152.26679571098,500,5,78.50281323602144,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,0.0
25,36,1468.0414600058705,233784.0418162829,10,0.9724554004905954,1,8,649.439176467908,499954.09588097676,500,4,93.69512297384603,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,0.0
59,21,1983.0457204815623,314495.39581652574,3,5.366101839356885,1,4,716.0186820584705,310764.16630858113,1000,1,119.02066730237378,Yes,No,No,No,No,No,Yes,No,No,No,No,No,0.0
40,5,1896.606233092917,325251.4646185892,3,0.7734740825094644,2,6,683.939511709554,270884.2318214411,500,4,115.09970711256474,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,69787.69
28,31,2569.022576656627,426505.1772755027,2,3.996069552158663,0,5,780.7679271128823,406951.8853287843,2500,5,64.34763460432217,No,No,No,No,No,No,Yes,No,No,No,No,No,0.0
14,16,2228.8982146823164,270181.0753140191,2,4.29541583156591,0,6,756.1827998268816,456663.8597243192,2500,3,67.89955860196054,No,No,No,No,No,No,No,Yes,No,No,No,No,0.0
44,37,2135.100852079242,221895.7925759406,9,3.6939587407489904,0,2,676.8315640939159,346573.7134051523,500,2,110.11496765812778,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,0.0
64,16,1093.4699776796565,373383.35832577455,3,5.58684532682673,0,2,760.1805256296356,253287.22020898026,500,5,76.71899105905935,No,No,No,No,No,No,No,Yes,No,No,No,No,24338.24
70,36,2719.0206883792557,330165.6450285934,10,1.6533363538457626,2,7,730.9242057367244,280045.89389804826,500,5,70.7515810622629,No,No,No,No,No,No,Yes,No,No,No,No,No,0.0
8,22,2069.304511100958,270949.44532203535,4,7.895349948012713,1,3,670.4753968773786,316851.4233887099,500,1,103.7475664488267,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,0.0
0,12,2269.396610566252,302540.8395418731,6,0.6484280077614938,1,2,650.0738880454512,413978.55375765864,2500,3,120.1509757144193,No,No,No,No,No,No,Yes,No,No,Yes,No,No,0.0
7,31,1750.8620679436735,269757.3063228028,10,1.2283827549544133,1,6,761.8765334607358,202798.61151993333,500,4,100.95523504958071,Yes,No,No,No,No,No,Yes,No,No,No,No,No,0.0
62,21,1656.5027423097563,355362.8955747085,9,3.808329984190395,2,1,672.1709234009564,266094.83006293856,500,5,104.62590017044654,No,No,Yes,No,No,No,No,No,No,No,No,No,0.0
10,6,3099.5726550854124,435035.1591602644,1,0.3947885745055812,3,9,711.8244118805494,301861.2316158488,1000,4,100.84915803805957,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,0.0
7,21,1136.0568530425523,241960.79076307575,3,9.952587732561158,1,5,757.409429584965,274842.5171587777,2500,2,95.14939288198389,No,No,No,No,No,No,Yes,No,No,Yes,No,No,0.0
34,20,1567.480583330337,333671.30651913106,3,2.2253628192527986,0,2,708.6951582791671,319035.2538163706,500,3,138.61401942147967,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,0.0
34,5,3088.2952916014483,177619.4777625147,6,2.90663780328237,0,0,670.579121249226,408189.5179665006,1000,5,100.21103631674998,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,0.0
32,13,2584.4478285991922,214195.21348225494,9,0.5663296868584095,1,9,755.637758020536,374517.0562090216,1000,1,90.07464441675019,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,0.0
4,15,2004.7224809545482,345004.60419756745,9,1.4720096519365344,0,9,743.5071859596992,263982.27262489416,500,5,115.53251645835867,No,No,No,No,No,No,Yes,No,No,Yes,No,No,0.0
40,2,2947.957788573192,294367.93183508154,5,6.754572234799046,0,8,796.7414478829492,404495.11204398394,2500,3,108.82097599210708,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,0.0
27,8,2468.116069837605,211266.6834468126,9,0.6539726676425394,1,0,743.9781512664193,481071.6727991607,1000,1,119.55636008556681,No,Yes,No,No,No,No,No,No,No,No,No,Yes,0.0
6,20,2339.5960551846515,300700.9228619417,6,0.7945258163578016,1,9,688.5313572789458,454952.61804968084,2500,5,118.85345006710764,No,No,Yes,No,No,No,No,No,No,No,Yes,No,0.0
72,29,2335.3372102614508,370313.0411551435,5,6.5566954233663015,0,8,725.4560688458056,236614.64936347268,500,1,135.31591876943577,No,No,No,No,No,No,No,Yes,Yes,No,No,No,0.0
71,29,2479.1429303286964,184245.8545945723,8,4.765401682324774,1,0,752.3936235447761,281794.0513420736,2500,4,81.4309126222717,No,No,No,No,No,No,Yes,No,No,No,No,Yes,0.0
11,31,2503.4155007784716,439722.9197369135,7,1.2554138153878387,0,5,723.1106648498944,425152.9801424133,1000,1,104.26907239888197,Yes,No,No,No,No,No,No,No,No,No,No,No,0.0
33,22,3517.583831737574,345842.24408941093,7,1.350230008066216,0,8,674.0556553156016,232363.092518009,1000,3,87.49382368217928,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,0.0
32,2,2083.064312996397,347437.0734332097,4,5.936968039289753,1,7,671.1696060210286,319265.9360307144,1000,4,65.05793698232281,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,0.0
47,0,2101.5716871110776,299892.3796101318,10,3.583374843489658,0,1,748.0836295892237,434452.3166763304,1000,5,117.38160143831665,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,44747.96
22,2,1457.8640874575717,439770.2585742308,1,0.9999504636327124,0,5,751.3187648588702,420262.2498373273,1000,3,93.15239405328148,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,0.0
61,36,2168.861567907389,376985.83270437963,5,9.847768807271178,1,7,739.3999784315197,455213.6603867794,2500,1,131.6755795602668,No,No,No,No,No,No,No,No,No,No,No,No,0.0
36,6,3317.7321397268915,270593.9198452597,9,4.004434334893393,1,9,711.4772762324187,317679.339994496,500,1,82.75235103663977,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,0.0
43,2,2790.691001460794,360591.1741815415,8,1.8313759720432647,0,4,706.2300300487974,536723.0154418015,500,5,93.52740511711318,No,No,No,No,No,No,No,No,No,Yes,No,No,0.0
34,35,1873.7993536748033,241348.7576853849,4,7.018366150308923,1,8,680.8091865165225,384498.04555335746,2500,3,119.24605677008691,No,No,No,No,No,No,Yes,No,No,Yes,No,No,13880.4
64,2,2218.024818712771,277580.1342458679,10,1.423998463333717,2,8,749.9203167801383,298469.6744357732,2500,4,79.65696626183899,No,No,No,No,No,No,Yes,No,No,Yes,No,No,0.0
46,3,1422.1369746490032,417330.69888828456,9,1.4579218997173882,0,9,679.2951511248737,289656.1072524383,2500,1,72.80196984750168,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,33653.07
77,30,1618.528393421016,331006.6722801793,6,2.528977364485904,0,4,696.8636634136244,372576.52397199284,2500,1,115.35732067362768,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,0.0
2,1,2289.6646915682304,352921.8901716465,7,6.182612526618908,0,9,683.9227565326129,427840.11718104326,1000,3,101.13803822204645,No,No,No,No,No,No,Yes,No,No,No,No,No,0.0
0,13,1903.3272383077283,393570.0070323786,10,1.7482272722396195,0,3,713.914569333022,356897.5441522846,500,2,70.29967350020634,No,No,No,No,No,No,No,No,No,No,No,No,0.0
4,36,1573.240126372949,343857.85899882583,10,0.9547533663930177,1,9,677.9353038687552,422473.5998809164,1000,4,90.06992925644866,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,30351.44
13,30,2493.9044588427355,235105.73203179677,10,3.2521704342567466,2,9,735.0704588062099,364731.44095417205,1000,5,89.95743506171782,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,45656.89
26,1,2150.6499480080056,432902.5031545204,8,2.7019107122928205,0,1,768.4497626123871,398189.1258360404,1000,4,99.21031209375168,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,0.0
8,30,1259.4697769853765,341291.78476906015,1,1.4895943385533124,0,8,755.0768656468628,220337.66934879636,500,4,90.5829744566404,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,0.0
78,21,954.911820299327,346943.7661623563,4,1.3356096479567696,1,5,681.0939277921532,291131.7627226434,2500,1,146.43926567448014,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,0.0
14,9,1857.9931008554474,304470.0675908502,6,0.8299585395492908,0,8,762.2339562974265,321544.610674537,500,1,98.32388230848633,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,0.0
41,29,1247.0409139350832,388860.83833766676,4,7.761972183687934,1,1,639.6022415271541,385357.0484408738,2500,2,107.03781386443501,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,0.0
76,32,1078.6531561176078,453196.5046045128,3,1.058836834811254,1,8,667.6509863009347,357284.4782637935,500,4,116.64579846099468,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,0.0
50,18,2877.381520841251,269972.55262152053,5,5.951984656577142,0,4,734.7611252696905,531174.9348505957,1000,1,73.8169695079644,No,No,No,No,No,No,No,No,No,No,No,Yes,0.0
62,24,2141.3734660808245,385233.202037969,4,1.5038658736148753,0,5,680.2086886024011,267815.3463321515,1000,5,119.8916349059879,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,0.0
51,0,2040.7321730646981,302749.8161697855,5,9.343337626048882,1,1,671.1721501140105,433410.468463322,2500,2,96.94774761182082,No,No,No,No,No,No,No,No,Yes,Yes,No,No,0.0
3,31,2086.9565103095506,140151.41002216478,2,1.0945902319797804,2,0,679.0460506357366,213396.53643131463,2500,4,116.28320020634942,No,No,Yes,No,No,No,No,No,No,No,No,No,0.0
22,24,1517.300709524218,187675.5994368492,3,1.721689860344283,2,5,698.2399510553856,214716.3647880287,1000,4,76.87143006986227,Yes,No,No,No,No,No,No,No,No,No,No,No,0.0
14,16,2446.585699008501,333943.3125314182,8,2.5316355409789573,0,6,658.8827270620968,252577.15192896873,1000,5,119.18351429972165,No,No,No,No,No,No,No,No,No,No,No,No,0.0
42,13,2121.5798039604756,380828.3859558512,8,7.119494873948272,0,3,690.0720029041337,546070.8979160957,2500,3,105.19763456229019,No,No,No,No,No,No,No,No,No,No,No,No,0.0
28,12,1745.554806412353,348726.0364710892,10,9.46940760177553,1,3,748.2263345994957,426408.1552498275,2500,4,135.41197932781003,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,0.0
35,37,1835.4227892850001,361527.8852376969,8,3.8930689038416606,1,6,681.2501150848516,584191.8733025326,2500,1,121.58403228390206,No,No,No,No,Yes,No,No,Yes,No,No,No,No,0.0
12,38,1463.524772072623,507168.45376746764,3,7.429496055419557,0,3,796.4038724689193,306508.7676834315,2500,3,94.81862368654367,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,0.0
31,1,1956.2542762588992,342270.67912317655,1,2.0068359403192404,0,2,654.504672762364,211262.96564755123,1000,2,91.59337009716359,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,0.0
70,31,2056.2232715304917,278806.22013911424,2,3.4297718259025,1,7,651.0645893076916,433295.7757364598,1000,1,79.54106465569183,No,No,No,No,No,No,No,No,Yes,No,No,No,0.0
58,31,1940.6300025220216,289868.43565731426,3,3.378684532221806,0,2,706.6706679275385,310980.68206718966,1000,1,120.2773578832674,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,0.0
27,39,2233.092734404952,430800.13871317153,2,1.8147424653373372,0,8,709.7519738165213,383157.848525061,500,5,72.58495329639236,No,No,Yes,No,No,No,Yes,No,No,No,No,No,31571.4
65,5,2152.8929771429466,198464.8790412301,3,1.446193080808136,1,5,732.5111127555824,280769.23767521535,2500,3,70.05739459569332,No,No,No,No,No,No,No,No,No,No,No,Yes,0.0
41,24,2338.461123198764,399036.7645313309,7,7.738357394115986,1,1,580.6713278182536,204443.40525180794,500,4,92.43071722930648,No,No,No,No,No,No,No,No,Yes,No,No,No,0.0
44,2,2765.858222152957,301293.4195589591,5,1.5483791796385702,0,0,741.2728996959231,355464.5943460111,2500,5,135.44561625013316,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,0.0
